English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Mongolian Word
ambitious	0	0	0	0	0	0	0	0	0	0	амбицтай
ambulance	0	0	0	1	0	0	0	0	0	1	түргэн тусламж
ambush	1	0	0	1	0	1	0	0	1	0	отолт
ameliorate	0	0	0	0	0	0	1	0	0	0	сайжруулах
amen	0	0	0	0	1	0	1	0	0	1	амен
amenable	0	0	0	0	0	0	1	0	0	0	даах боломжтой
amend	0	0	0	0	0	0	1	0	0	0	засах
amendment	0	0	0	0	0	0	0	0	0	0	нэмэлт өөрчлөлт
amends	0	0	0	0	0	0	1	0	0	0	засч залруулдаг
amenity	0	0	0	0	0	0	1	0	0	0	тав тухтай байдал
amethyst	0	0	0	0	0	0	0	0	0	0	аметист
amiable	0	0	0	0	0	0	1	0	0	0	эелдэг
amicable	0	0	0	0	1	0	1	0	0	0	найрсаг
amid	0	0	0	0	0	0	0	0	0	0	дунд
amidst	0	0	0	0	0	0	0	0	0	0	дунд
ammonia	0	0	1	0	0	0	0	0	0	0	аммиак
ammunition	0	0	0	0	0	0	0	0	0	0	сум
amnesia	0	0	0	0	0	1	0	0	0	0	амнези
amnesty	0	0	0	0	1	0	1	0	0	0	өршөөл
amorphous	0	0	0	0	0	0	0	0	0	0	аморф
amortization	0	0	0	0	0	0	0	0	0	1	хорогдол
amount	0	0	0	0	0	0	0	0	0	0	хэмжээ
amour	0	1	0	0	1	0	1	0	0	1	дурлал
ampersand	0	0	0	0	0	0	0	0	0	0	амперсанд
amphetamines	0	0	1	0	0	1	0	0	0	0	амфетаминууд
amphibian	0	0	0	0	0	0	0	0	0	0	хоёр нутагтан
amphibious	0	0	0	0	0	0	0	0	0	0	хоёр нутагтан
amphitheater	0	0	0	0	0	0	0	0	0	0	амфитеатр
amplification	0	0	0	0	0	0	0	0	0	0	олшруулалт
amplify	0	0	0	0	0	0	0	0	0	0	өсгөх
amplitude	0	0	0	0	0	0	0	0	0	0	далайц
amply	0	0	0	0	0	0	0	0	0	0	их
amputation	0	0	0	0	0	0	0	0	0	0	ампутаци
amulet	0	0	0	0	0	0	0	0	0	0	сахиус
amuse	0	0	0	0	1	0	1	0	0	0	зугаацуулах
amused	0	0	0	0	1	0	1	0	0	0	хөгжилтэй
amusement	0	0	0	0	1	0	1	0	0	0	зугаа цэнгэл
amusing	0	0	0	0	1	0	1	0	0	0	хөгжилтэй
ana	0	0	0	0	0	0	0	0	0	0	ана
anaconda	0	0	1	1	0	1	0	0	0	0	анаконда
anaesthesia	0	0	0	0	0	0	0	0	0	0	мэдээ алдуулалт
anaesthetic	0	0	0	0	0	0	0	0	0	0	мэдээ алдуулагч
anal	0	0	0	0	0	1	0	0	0	0	аналь
analgesic	0	0	0	0	0	0	0	0	0	0	өвдөлт намдаах эм
analogous	0	0	0	0	0	0	0	0	0	0	аналог
analogue	0	0	0	0	0	0	0	0	0	0	аналог
analogy	0	0	0	0	0	0	0	0	0	0	аналоги
analysis	0	0	0	0	0	0	0	0	0	0	шинжилгээ
analyst	0	1	0	0	0	0	1	0	0	1	шинжээч
analytic	0	0	0	0	0	0	0	0	0	0	аналитик
analyze	0	0	0	0	0	0	0	0	0	0	дүн шинжилгээ хийх
analyzer	0	0	0	0	0	0	0	0	0	0	анализатор
anarchism	1	0	0	1	0	1	0	0	0	0	анархизм
anarchist	1	0	0	1	0	1	0	0	0	0	анархист
anarchy	1	0	0	1	0	1	0	0	0	0	анархи
anastomosis	0	0	0	0	0	0	0	0	0	0	анастомоз
anathema	1	0	1	1	0	1	0	1	0	0	анатема
anatomic	0	0	0	0	0	0	0	0	0	0	анатомийн
anatomy	0	0	0	0	0	0	0	0	0	0	анатоми
ancestor	0	0	0	0	0	0	0	0	0	0	өвөг дээдэс
ancestral	0	0	0	0	0	0	0	0	0	1	өвөг дээдсийн
ancestry	0	0	0	0	0	0	0	0	0	0	удам угсаа
anchor	0	0	0	0	0	0	1	0	0	0	зангуу
anchorage	0	0	0	0	0	0	1	1	0	0	бэхэлгээ
ancient	0	0	0	0	0	1	0	0	0	0	эртний
ancillary	0	0	0	0	0	0	0	0	0	0	туслах
androgen	0	0	0	0	0	0	0	0	0	0	андроген
anemone	0	0	0	0	0	0	0	0	0	0	анемон
anew	0	0	0	0	0	0	0	0	0	0	шинээр
angel	0	1	0	0	1	0	1	0	1	1	сахиусан тэнгэр
angelic	0	0	0	0	1	0	1	0	0	1	сахиусан тэнгэр
anger	1	0	0	0	0	1	0	0	0	0	уур хилэн
angina	0	0	0	1	0	1	0	0	0	0	angina
angiography	0	0	0	0	0	0	0	0	0	0	ангиографи
angle	0	0	0	0	0	0	0	0	0	0	өнцөг
angling	0	1	0	0	0	1	0	0	0	0	загасчлах
angry	1	0	1	0	0	1	0	0	0	0	ууртай
anguish	1	0	0	1	0	1	0	1	0	0	шаналал
angular	0	0	0	0	0	0	0	0	0	0	өнцөг
anhydrous	0	0	0	0	0	0	0	0	0	0	усгүй
animal	0	0	0	0	0	0	0	0	0	0	амьтан
animate	0	0	0	0	0	0	1	0	0	0	хөдөлгөөнтэй болгох
animated	0	0	0	0	1	0	1	0	0	0	хөдөлгөөнт
animation	0	0	0	0	0	0	0	0	0	0	хөдөлгөөнт дүрс
animosity	1	0	1	1	0	1	0	1	0	0	дайсагнал
animus	1	0	0	0	0	1	0	0	0	0	дайсагнал
ankle	0	0	0	0	0	0	0	0	0	0	шагай
annals	0	0	0	0	0	0	0	0	0	0	жилийн түүхүүд
annex	0	0	0	0	0	0	0	0	0	0	хавсралт
annexation	0	0	0	0	0	0	0	0	0	0	хавсарга
annexe	0	0	0	0	0	0	0	0	0	0	хавсралт
annihilate	1	0	0	1	0	1	0	0	0	0	устгах
annihilated	1	0	0	1	0	1	0	1	0	0	устгасан
annihilation	1	0	0	1	0	1	0	1	0	0	устгах
annotate	0	0	0	0	0	0	0	0	0	0	тайлбар хийх
annotation	0	0	0	0	0	0	0	0	0	0	тайлбар
announce	0	0	0	0	0	0	0	0	0	0	зарлах
announcement	0	1	0	0	0	0	0	0	0	0	мэдэгдэл
annoy	1	0	1	0	0	1	0	0	0	0	залхаах
annoyance	1	0	1	0	0	1	0	0	0	0	бухимдал
annoying	1	0	0	0	0	1	0	0	0	0	ядаргаатай
annuity	0	0	0	0	0	0	0	0	0	0	аннуитет
annul	0	0	0	0	0	1	0	0	0	0	хүчингүй болгох
annular	0	0	0	0	0	0	0	0	0	0	цагираг хэлбэртэй
annulment	0	0	0	0	0	1	0	1	0	0	хүчингүй болгох
annulus	0	0	0	0	0	0	0	0	0	0	цагираг
anointing	0	0	0	0	0	0	0	0	0	0	тослох
anomalous	0	0	0	0	0	0	0	0	0	0	хэвийн бус
anomaly	0	0	0	1	0	1	0	0	1	0	аномали
anon	0	0	0	0	0	0	0	0	0	0	анон
anonymous	0	0	0	0	0	1	0	0	0	0	нэргүй
answer	0	0	0	0	0	0	0	0	0	0	хариулах
answerable	0	0	0	0	0	0	0	0	0	1	хариуцлагатай
answering	0	0	0	0	0	0	0	0	0	0	хариулж байна
ant	0	0	0	0	0	0	0	0	0	0	шоргоолж
antagonism	1	0	0	0	0	1	0	0	0	0	антагонизм
antagonist	1	0	0	0	0	1	0	0	0	0	антагонист
antagonistic	1	0	1	0	0	1	0	0	0	0	антагонист
ante	0	0	0	0	0	0	0	0	0	0	ante
antecedent	0	0	0	0	0	0	0	0	0	0	өмнөх
antelope	0	0	0	0	0	0	0	0	0	0	гөрөөс
antenna	0	0	0	0	0	0	0	0	0	0	антенн
anterior	0	0	0	0	0	0	0	0	0	0	урд
anthem	0	0	0	0	0	0	0	0	0	0	сүлд дуу
anthology	0	0	0	0	0	0	0	0	0	0	антологи
anthrax	0	0	1	1	0	1	0	1	0	0	боом өвчин
anthropology	0	0	0	0	0	0	0	0	0	0	антропологи
antibiotic	0	0	0	0	0	0	0	0	0	0	антибиотик
antibiotics	0	0	0	0	0	0	1	0	0	0	антибиотик
antichrist	1	0	1	1	0	1	0	0	0	0	Христийн эсрэг
anticipation	0	1	0	0	0	0	0	0	0	0	хүлээлт
anticipatory	0	1	0	0	0	0	0	0	0	0	урьдчилан таамагласан
antidote	0	1	0	0	0	0	1	0	0	1	эсрэг эм
antifungal	0	0	0	0	0	0	1	0	0	1	мөөгөнцрийн эсрэг
antimony	0	0	0	0	0	0	0	0	0	0	сурьма
antipathy	1	0	1	0	0	1	0	0	0	0	антипати
antiquarian	0	0	0	0	0	0	0	0	0	0	эртний
antiquated	0	0	0	0	0	1	0	0	0	0	хуучирсан
antique	0	0	0	0	0	0	1	0	0	0	эртний
antiquity	0	0	0	0	0	0	0	0	0	0	эртний
antiseptic	0	0	0	0	0	0	1	0	0	1	антисептик
antisocial	1	0	1	1	0	1	0	1	0	0	нийгмийн эсрэг
antithesis	1	0	0	0	0	1	0	0	0	0	эсрэг үзэл
antithetical	0	0	0	0	0	0	0	0	0	0	эсрэг
antiviral	0	0	0	0	0	0	0	0	0	0	вирусын эсрэг
antler	0	0	0	0	0	0	0	0	0	0	эвэр
anvil	0	0	0	0	0	0	0	0	0	0	анвил
anxiety	1	1	0	1	0	1	0	1	0	0	түгшүүр
anxious	0	1	0	1	0	1	0	0	0	0	түгшсэн
aorta	0	0	0	0	0	0	0	0	0	0	аорт
apace	0	0	0	0	0	0	0	0	0	0	хурдацтай
apache	0	0	0	1	0	1	0	0	0	0	apache
apartment	0	0	0	0	0	0	0	0	0	0	орон сууц
apathetic	0	0	0	0	0	1	0	1	0	0	хайхрамжгүй
apathy	0	0	0	0	0	1	0	1	0	0	хайхрамжгүй байдал
ape	0	0	0	0	0	0	0	0	0	0	Мич
aperture	0	0	0	0	0	0	0	0	0	0	диафрагм
apex	0	0	0	0	0	0	0	0	0	0	орой
aphid	0	0	1	0	0	1	0	0	0	0	aphid
apiece	0	0	0	0	0	0	0	0	0	0	тус бүр
aplomb	0	0	0	0	0	0	1	0	0	0	өршөөл
apocalyptic	0	0	0	0	0	0	0	0	0	0	апокалиптик
apologetic	0	0	0	0	0	0	1	0	0	1	уучлалт гуйсан
apologist	0	0	0	0	0	0	0	0	0	0	уучлал гуйсан
apologize	0	0	0	0	0	0	1	1	0	1	уучлалт гуй
apology	0	0	0	0	0	0	1	0	0	0	уучлалт гуйсан
apostasy	0	0	0	0	0	0	0	0	0	0	урвалт
apostate	0	0	0	0	0	0	0	0	0	0	урвалт
apostle	0	0	0	0	0	0	1	0	0	1	элч
apostolic	0	0	0	0	0	0	0	0	0	1	элч
apostrophe	0	0	0	0	0	0	0	0	0	0	апостроф
appalling	0	0	1	1	0	1	0	0	0	0	аймшигтай
apparatus	0	0	0	0	0	0	0	0	0	0	аппарат
apparel	0	0	0	0	0	0	0	0	0	0	хувцас
apparently	0	0	0	0	0	0	0	0	0	0	бололтой
apparition	0	0	0	1	0	0	0	0	1	0	хий үзэгдэл
appeal	0	1	0	0	0	0	0	0	0	0	давж заалдах
appearance	0	0	0	0	0	0	0	0	0	0	Гадаад төрх
appease	0	0	0	0	0	0	0	0	0	0	тайвшруулах
appellant	0	0	0	0	0	0	0	0	0	0	гомдол гаргагч
append	0	0	0	0	0	0	0	0	0	0	хавсаргана
appendage	0	0	0	0	0	0	0	0	0	0	хавсралт
appendicitis	0	0	0	1	0	1	0	1	0	0	мухар олгойн үрэвсэл
appendix	0	0	0	0	0	0	0	0	0	0	хавсралт
appetite	0	0	0	0	0	0	0	0	0	0	хоолны дуршил
appetizer	0	0	0	0	0	0	0	0	0	0	хоолны дуршил
applause	0	0	0	0	1	0	1	0	1	1	алга ташилт
apple	0	0	0	0	0	0	0	0	0	0	алим
appliance	0	0	0	0	0	0	0	0	0	0	хэрэгсэл
appliances	0	0	0	0	0	0	0	0	0	0	цахилгаан хэрэгсэл
applicability	0	0	0	0	0	0	0	0	0	0	хэрэглэх чадвар
applicable	0	0	0	0	0	0	0	0	0	0	хамааралтай
applicant	0	1	0	0	0	0	0	0	0	0	өргөдөл гаргагч
application	0	0	0	0	0	0	0	0	0	0	програм
apply	0	0	0	0	0	0	0	0	0	0	өргөдөл гаргах
appoint	0	0	0	0	0	0	0	0	0	0	томилох
appointment	0	0	0	0	0	0	0	0	0	0	уулзалт
appointments	0	0	0	0	0	0	0	0	0	0	уулзалтууд
apportion	0	0	0	0	0	0	0	0	0	0	хуваарилалт
apportionment	0	0	0	0	0	0	0	0	0	0	хуваарилалт
appraise	0	0	0	0	0	0	0	0	0	0	үнэлэх
appreciable	0	0	0	0	0	0	0	0	0	0	мэдэгдэхүйц
appreciation	0	0	0	0	1	0	1	0	0	1	талархал
apprehend	0	0	0	1	0	0	0	0	0	0	барих
apprehension	0	0	0	1	0	1	0	0	0	0	айдас
apprehensive	0	1	0	1	0	1	0	0	0	0	айдастай
apprentice	0	0	0	0	0	0	0	0	0	1	дагалдан
apprenticeship	0	0	0	0	0	0	0	0	0	0	дагалдан суралцах
approach	0	0	0	0	0	0	0	0	0	0	хандлага
approaching	0	1	0	0	0	0	0	0	0	0	ойртож байна
approbation	0	0	0	0	0	0	1	0	0	1	баталгаажуулалт
appropriation	0	0	0	0	0	1	0	0	0	0	өмчлөх
approval	0	0	0	0	0	0	1	0	0	0	зөвшөөрөл
approve	0	0	0	0	1	0	1	0	0	1	зөвшөөрөх
approving	0	0	0	0	0	0	1	0	0	0	баталж байна
approximate	0	0	0	0	0	0	0	0	0	0	ойролцоогоор
approximately	0	0	0	0	0	0	0	0	0	0	ойролцоогоор
approximating	0	0	0	0	0	0	0	0	0	0	ойртуулж байна
approximation	0	0	0	0	0	0	0	0	0	0	ойролцоогоор
appurtenances	0	0	0	0	0	0	0	0	0	0	дагалдах хэрэгсэл
apron	0	0	0	0	0	0	0	0	0	0	хормогч
apt	0	0	0	0	0	0	1	0	0	0	тохиромжтой
aptitude	0	0	0	0	0	0	1	0	0	0	ур чадвар
aqua	0	0	0	0	0	0	0	0	0	0	усан
aquamarine	0	0	0	0	0	0	0	0	0	0	номин
aquarium	0	0	0	0	0	0	0	0	0	0	аквариум
aquatic	0	0	0	0	0	0	0	0	0	0	усан
aqueduct	0	0	0	0	0	0	0	0	0	0	усан суваг
aqueous	0	0	0	0	0	0	0	0	0	0	усан
arable	0	0	0	0	0	0	0	0	0	0	тариалах боломжтой
arbiter	0	0	0	0	0	0	0	0	0	1	арбитр
arbitrate	0	0	0	0	0	0	0	0	0	0	арбитр
arbitration	0	1	0	0	0	0	0	0	0	0	арбитр
arbitrator	0	0	0	0	0	0	0	0	0	1	арбитрч
arbor	0	0	0	0	0	0	0	0	0	0	мод мод
arc	0	0	0	0	0	0	0	0	0	0	нуман
arcade	0	0	0	0	0	0	0	0	0	0	аркад
arch	0	0	0	0	0	0	0	0	0	0	нуман
archaeological	0	0	0	0	0	0	0	0	0	0	археологийн
archaeologist	0	0	0	0	0	0	0	0	0	0	археологич
archaeology	0	1	0	0	0	0	1	0	0	0	археологи
archaic	0	0	0	0	0	1	0	0	0	0	эртний
archbishop	0	0	0	0	0	0	0	0	0	0	хамба
arched	0	0	0	0	0	0	0	0	0	0	нуман хэлбэртэй
archer	0	0	0	0	0	0	0	0	0	0	харваач
archery	0	0	0	0	0	0	0	0	0	0	байт харваа
archetype	0	0	0	0	0	0	0	0	0	0	архетип
archipelago	0	0	0	0	0	0	0	0	0	0	архипелаг
architect	0	0	0	0	0	0	0	0	0	0	архитектор
architecture	0	0	0	0	0	0	0	0	0	1	архитектур
archive	0	0	0	0	0	0	0	0	0	0	архив
arctic	0	0	0	0	0	0	0	0	0	0	арктик
ardent	0	1	0	0	1	0	1	0	0	0	халуун
ardor	0	0	0	0	0	0	1	0	0	0	урам зориг
arduous	0	0	0	0	0	1	0	0	0	0	хүнд хэцүү
area	0	0	0	0	0	0	0	0	0	0	талбай
arena	0	0	0	0	0	0	0	0	0	0	талбар
areola	0	0	0	0	0	0	0	0	0	0	ареола
argent	0	0	0	0	0	0	0	0	0	0	аргент
argue	1	0	0	0	0	1	0	0	0	0	маргах
argument	1	0	0	0	0	1	0	0	0	0	маргаан
argumentation	1	0	0	0	0	0	0	0	0	0	маргаан
argumentative	0	0	0	0	0	1	0	0	0	0	маргаантай
arguments	1	0	0	0	0	0	0	0	0	0	аргументууд
arid	0	0	0	0	0	1	0	1	0	0	хуурай
aristocracy	0	0	0	0	0	0	1	0	0	0	язгууртнууд
aristocrat	0	0	0	0	0	0	0	0	0	0	язгууртан
aristocratic	0	0	0	0	0	0	1	0	0	0	язгууртан
arithmetic	0	0	0	0	0	0	0	0	0	0	арифметик
ark	0	0	0	0	0	0	0	0	0	0	авдар
arm	0	0	0	0	0	0	0	0	0	0	гар
armada	0	0	0	0	0	0	0	0	0	0	армада
armament	1	0	0	1	0	0	0	0	0	0	зэвсэглэл
armaments	0	0	0	1	0	1	0	0	0	0	зэвсэглэл
armature	0	0	0	0	0	0	0	0	0	0	арматур
armed	1	0	0	1	0	1	1	0	0	0	зэвсэглэсэн
armor	0	0	0	1	0	0	1	0	0	1	хуяг дуулга
armored	0	0	0	1	0	0	0	0	0	0	хуягласан
armory	0	0	0	0	0	0	0	0	0	1	зэвсгийн агуулах
arms	0	0	0	0	0	0	0	0	0	0	гар
army	0	0	0	0	0	0	0	0	0	0	арми
aroma	0	0	0	0	0	0	1	0	0	0	үнэр
arousal	0	0	0	0	0	0	0	0	0	0	сэрэл
arouse	0	1	0	0	0	0	1	0	0	0	сэрээх
arraignment	1	0	0	1	0	1	0	1	0	0	шүүх хурал
arrange	0	0	0	0	0	0	0	0	0	0	зохион байгуулах
arranged	0	0	0	0	0	0	0	0	0	0	зохион байгуулсан
arrangement	0	0	0	0	0	0	0	0	0	0	зохицуулалт
array	0	0	0	0	0	0	1	0	0	0	массив
arrears	0	0	0	0	0	1	0	0	0	0	хугацаа хэтэрсэн өр
arrest	0	0	0	0	0	1	0	0	0	0	баривчлах
arrival	0	1	0	0	0	0	0	0	0	0	ирэх
arrive	0	1	0	0	0	0	0	0	0	0	ирэх
arrogance	0	0	0	0	0	1	0	0	0	0	бардам зан
arrogant	1	0	1	0	0	1	0	0	0	0	ихэмсэг
arrow	0	0	0	0	0	0	0	0	0	0	сум
arsenal	0	0	0	0	0	0	0	0	0	0	арсенал
arsenic	0	0	1	1	0	1	0	1	0	0	хүнцэл
arson	1	0	0	1	0	1	0	0	0	0	галдан шатаах
art	0	1	0	0	1	0	1	1	1	0	урлаг
artery	0	0	0	0	0	0	0	0	0	0	артери
artful	0	0	0	0	0	0	0	0	0	0	урлагтай
arthropod	0	0	0	0	0	0	0	0	0	0	үе хөлт
artichoke	0	0	0	0	0	0	0	0	0	0	артишок
article	0	0	0	0	0	0	0	0	0	0	нийтлэл
articles	0	0	0	0	0	0	0	0	0	0	нийтлэл
articulate	0	0	0	0	0	0	1	0	0	0	илэрхийлэх
articulation	0	0	0	0	0	0	1	0	0	0	үг хэллэг
artifice	0	0	0	0	0	0	0	0	0	0	хиймэл
artillery	0	0	0	1	0	1	0	0	0	0	их буу
artisan	0	0	0	0	0	0	1	0	0	0	гар урчууд
artist	0	0	0	0	0	0	0	0	0	0	зураач
artiste	0	0	0	0	0	0	1	0	0	0	зураач
artistic	0	0	0	0	0	0	1	0	0	0	уран сайхны
artists	0	0	0	0	0	0	0	0	0	0	уран бүтээлчид
ascend	0	0	0	0	0	0	0	0	0	0	өгсөх
ascendancy	0	0	0	0	0	0	1	0	0	0	дээшлэх
ascension	0	0	0	0	0	0	0	0	0	0	дээшлэх
ascent	0	0	0	0	0	0	1	0	0	0	өгсөх
ascertain	0	0	0	0	0	0	0	0	0	0	тогтоох
ascertained	0	0	0	0	0	0	0	0	0	0	тогтоогдсон
ascetic	0	0	0	0	0	0	0	0	0	0	даяанч
ash	0	0	0	0	0	1	0	0	0	0	үнс
ashamed	0	0	1	0	0	1	0	1	0	0	ичиж байна
ashes	0	0	0	0	0	1	0	1	0	0	үнс
asleep	0	0	0	0	0	0	0	0	0	0	унтаж байна
asp	0	0	0	1	0	0	0	0	0	0	asp
aspartame	0	0	0	0	0	0	0	0	0	0	аспартам
aspect	0	0	0	0	0	0	0	0	0	0	тал
aspects	0	0	0	0	0	0	0	0	0	0	талууд
asphalt	0	0	0	0	0	0	0	0	0	0	асфальт
aspiration	0	1	0	0	1	0	1	0	1	1	тэмүүлэл
aspire	0	1	0	0	1	0	1	0	0	0	тэмүүлэх
aspiring	0	1	0	0	1	0	1	0	0	1	тэмүүлж байна
ass	0	0	0	0	0	1	0	0	0	0	бөгс
assail	1	0	0	1	0	1	0	0	1	0	дайрах
assailant	1	0	0	1	0	1	0	1	0	0	халдагч
assassin	1	0	0	1	0	1	0	1	0	0	алуурчин
assassinate	1	0	0	1	0	1	0	0	0	0	алах
assassination	1	0	0	1	0	1	0	1	0	0	аллага
assault	1	0	0	1	0	1	0	0	0	0	дайралт
assay	0	0	0	0	0	0	0	0	0	0	шинжилгээ
assemblage	0	0	0	0	0	0	0	0	0	0	угсралт
assemble	0	0	0	0	0	0	0	0	0	0	угсарна
assembled	0	0	0	0	0	0	0	0	0	0	угсарсан
assembly	0	0	0	0	0	0	1	0	0	1	угсралт
assent	0	0	0	0	0	0	1	0	0	0	зөвшөөрч байна
assert	0	0	0	0	0	0	0	0	0	0	батлах
asserting	0	0	0	0	0	0	1	0	0	1	баталж байна
assertion	0	0	0	0	0	0	0	0	0	0	баталгаа
assess	0	0	0	0	0	0	0	0	0	0	үнэлэх
assessment	0	0	0	0	0	0	0	0	1	1	үнэлгээ
assessor	0	0	0	0	0	0	0	0	0	1	үнэлэгч
assets	0	0	0	0	0	0	1	0	0	0	хөрөнгө
asshole	1	0	1	0	0	1	0	0	0	0	новш
assign	0	0	0	0	0	0	0	0	0	0	томилох
assignee	0	0	0	0	0	0	0	0	0	1	томилогч
assignment	0	0	0	0	0	0	0	0	0	0	даалгавар
assimilate	0	0	0	0	0	0	0	0	0	0	шингээх
assimilation	0	0	0	0	0	0	0	0	0	0	уусгах
assist	0	0	0	0	0	0	1	0	0	1	туслах
assistance	0	0	0	0	0	0	1	0	0	0	тусламж
assistant	0	0	0	0	0	0	0	0	0	0	туслах
associate	0	0	0	0	0	0	1	0	0	1	холбоотон
association	0	0	0	0	0	0	0	0	0	1	Холбоо
assorted	0	0	0	0	0	0	0	0	0	0	төрөлжсөн
assortment	0	0	0	0	0	0	0	0	0	0	төрөл
assuage	0	0	0	0	0	0	1	0	0	0	тайвшруулах
assumed	0	0	0	0	0	0	0	0	0	0	таамагласан
assuming	0	0	0	0	0	0	0	0	0	0	гэж таамаглаж байна
assumption	0	0	0	0	0	0	0	0	0	0	таамаглал
assurance	0	0	0	0	0	0	1	0	0	1	баталгаа
assure	0	0	0	0	0	0	0	0	0	1	баталгаажуулах
assured	0	0	0	0	0	0	1	0	0	1	баталгаатай
assuredly	0	0	0	0	0	0	0	0	0	1	гарцаагүй
asterisk	0	0	0	0	0	0	0	0	0	0	од
asteroids	0	0	0	0	0	0	0	0	0	0	астероидууд
astigmatism	0	0	0	0	0	0	0	0	0	0	астигматизм
astonishingly	0	0	0	0	0	0	1	0	1	0	гайхалтай
astonishment	0	0	0	0	1	0	1	0	1	0	гайхшрал
astral	0	0	0	0	0	0	0	0	0	0	астрал
astray	0	0	0	1	0	1	0	0	0	0	төөрөлдсөн
astringent	0	0	0	0	0	1	0	0	0	0	агшаагч
astrologer	0	1	0	0	0	0	1	0	0	0	зурхайч
astrology	0	0	0	0	0	0	0	0	0	0	зурхай
astronaut	0	0	0	0	0	0	1	0	0	0	сансрын нисгэгч
astronomer	0	1	0	0	0	0	1	0	0	0	одон орон судлаач
astronomy	0	0	0	0	0	0	0	0	0	0	одон орон судлал
astute	0	0	0	0	0	0	1	0	0	0	ухаалаг
asunder	0	0	0	0	0	0	0	0	0	0	задлах
asylum	0	0	0	1	0	1	0	0	0	0	орогнол
asymmetric	0	0	0	0	0	0	0	0	0	0	тэгш бус
asymmetry	0	0	1	0	0	0	0	0	0	0	тэгш бус байдал
asymptotic	0	0	0	0	0	0	0	0	0	0	асимптотик
atelier	0	0	0	0	0	0	0	0	0	0	ателье
atheism	0	0	0	0	0	1	0	0	0	0	атеизм
atheistic	0	0	0	0	0	0	0	0	0	0	атеист
atherosclerosis	0	0	0	1	0	1	0	1	0	0	атеросклероз
athlete	0	0	0	0	0	0	1	0	0	0	тамирчин
athletic	0	0	0	0	0	0	1	0	0	0	хөнгөн атлетик
athleticism	0	0	0	0	0	0	0	0	0	0	хөнгөн атлетик
athletics	0	0	0	0	0	0	0	0	0	0	хөнгөн атлетик
atlas	0	0	0	0	0	0	0	0	0	0	атлас
atmosphere	0	0	0	0	0	0	0	0	0	0	уур амьсгал
atmospheric	0	0	0	0	0	0	0	0	0	0	агаар мандал
atoll	0	0	0	0	0	0	0	0	0	0	атолл
atom	0	0	0	0	0	0	1	0	0	0	атом
atomic	0	0	0	0	0	0	0	0	0	0	атомын
atone	0	1	0	0	1	0	1	0	0	1	цагаатгах
atonement	0	0	0	0	0	0	1	0	0	0	цагаатгал
atrium	0	0	0	0	0	0	0	0	0	0	тосгуур
atrocious	1	0	1	0	0	1	0	0	0	0	харгис
atrocity	1	0	1	1	0	1	0	1	0	0	харгислал
atrophy	0	0	1	1	0	1	0	1	0	0	атрофи
attach	0	0	0	0	0	0	0	0	0	0	хавсаргана
attachment	0	0	0	0	0	0	1	0	0	0	хавсралт
attack	1	0	0	1	0	1	0	0	0	0	дайралт
attacking	1	0	1	1	0	1	0	1	1	0	довтолж байна
attain	0	0	0	0	0	0	0	0	0	0	хүрэх
attainable	0	1	0	0	0	0	1	0	0	0	хүрэх боломжтой
attainment	0	0	0	0	0	0	1	0	0	0	ололт
attempt	0	1	0	0	0	0	0	0	0	0	оролдлого
attendance	0	1	0	0	0	0	0	0	0	0	ирц
attendant	0	0	0	0	0	0	1	0	0	1	үйлчлэгч
attention	0	0	0	0	0	0	1	0	0	0	анхаарал
attentive	0	0	0	0	0	0	1	0	0	1	анхааралтай
attenuate	0	0	0	0	0	0	0	0	0	0	сулруулах
attenuated	0	0	0	0	0	1	0	0	0	0	сулруулсан
attenuation	0	0	0	0	0	1	0	1	0	0	сулрах
attest	0	0	0	0	0	0	1	0	0	1	гэрчлэх
attestation	0	0	0	0	0	0	0	0	0	1	баталгаажуулалт
attic	0	0	0	0	0	0	0	0	0	0	мансарда
attire	0	0	0	0	0	0	0	0	0	0	хувцаслалт
attitude	0	0	0	0	0	0	0	0	0	0	хандлага
attorney	1	0	0	1	0	0	1	0	0	1	өмгөөлөгч
attraction	0	0	0	0	0	0	1	0	0	0	татах
attractiveness	0	0	0	0	0	0	1	0	0	0	сэтгэл татам байдал
attributable	0	0	0	0	0	0	0	0	0	0	хамааралтай
attribute	0	0	0	0	0	0	0	0	0	0	шинж чанар
attribution	0	0	0	0	0	0	0	0	0	0	хамаарал
attrition	0	0	0	0	0	0	0	0	0	0	элэгдэл
auburn	0	0	0	0	0	0	0	0	0	0	бор хүрэн
auction	0	1	0	0	0	0	0	0	0	0	дуудлага худалдаа
auctioneer	0	0	0	0	0	0	0	0	0	0	дуудлага худалдаачин
audacious	0	0	0	0	0	0	0	0	0	0	зоригтой
audacity	0	0	0	0	0	1	0	0	0	0	эр зориг
audible	0	0	0	0	0	0	0	0	0	0	сонсогддог
audience	0	1	0	0	0	0	0	0	0	0	үзэгчид
audit	0	0	0	0	0	0	0	0	0	0	аудит
audition	0	0	0	0	0	0	0	0	0	0	сонсгол
auditor	0	0	0	1	0	0	0	0	0	1	аудитор
auditorium	0	0	0	0	0	0	0	0	0	0	танхим
auditory	0	0	0	0	0	0	0	0	0	0	сонсголын
aught	0	0	0	0	0	0	0	0	0	0	юу ч биш
augment	0	0	0	0	0	0	1	0	0	0	нэмэгдүүлэх
